[1016/120651.980:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/104611.867:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/112539.369:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/152135.489:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/160214.278:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/181427.072:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.307:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.308:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.309:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.310:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.313:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.313:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.313:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.313:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.313:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.313:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.313:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.313:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.313:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.314:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.315:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.316:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.316:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.316:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.316:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.316:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.316:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.316:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.316:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.317:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.318:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.319:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181203.320:ERROR:crash_report_database_win.cc(469)] failed to stat report
